"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","branch_number","DM_gravity","height_1st_branch","yield_ha","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha","root_weight_plot","vigor1_5","lodging1_3","root_number_commercial","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","root_skin_color1_3","root_constriction1_3","root_type1_5","root_length1_3","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8"
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1605A-94_585",1,585,13,33,"test"," (Operator: lizbethpino, Time: )","AM1605A-94","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,35.29099291,110,6.009615385,4,100,6.00961538461539,2.12085293930288,2.5,3,1,6,4,3,110,30,4,3,1,4,2,2370,255,2,4,1,2,1,2
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1605A-95_476",1,476,11,16,"test"," (Operator: lizbethpino, Time: )","AM1605A-95","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,36.9067355,190,10.33653846,4,75,10.3365384615385,3.81487890985577,4.3,4,1,8,4,2,190,40,3,3,1,3,3,3450,399,2,3,1,3,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1605A-96_470",1,470,11,10,"test"," (Operator: lizbethpino, Time: )","AM1605A-96","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,37.2564636,210,8.413461538,4,100,8.41346153846154,3.13455823557692,3.5,3,1,8,4,2,210,40,4,3,1,3,2,3050,358,0,4,1,2,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1605A-97_689",1,689,15,45,"test"," (Operator: lizbethpino, Time: )","AM1605A-97","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",1,23.89468684,140,4.567307692,4,50,4.56730769230769,1.09134387009615,1.9,3,1,1,4,2,170,40,2,3,2,4,3,1490,69,0,2,2,3,2,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1605A-98_564",1,564,13,12,"test"," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )","AM1605A-98","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",2,34.8627582,80,9.375,4,100,9.375,3.26838358125,3.9,3,1,4,4,2,190,30,4,3,1,3,3,2760,291,0,4,1,3,1,1
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1605A-99_637",1,637,14,8,"test"," (Operator: lizbethpino, Time: )","AM1605A-99","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,32.43519121,200,8.653846154,4,100,8.65384615384616,2.80689154701923,3.6,3,1,5,4,2,200,40,4,3,1,3,3,2710,252,0,4,2,3,3,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-100_376",1,376,9,8,"test"," (Operator: lizbethpino, Time: )","AM1627A-100","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,36.29049826,190,27.16346154,4,100,27.1634615384615,9.85775553697115,11.3,3,1,24,4,1,190,50,4,1,1,2,3,3890,438,0,4,1,3,2,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-10_128",1,128,3,36,"test"," (Operator: lizbethpino, Time: )","AM1627A-10","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,27.46585261,130,3.605769231,4,75,3.60576923076923,0.990355262379808,1.5,3,1,4,4,5,130,10,3,1,1,4,2,1250,83,4,3,1,2,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-101_458",1,458,10,3,"test","Alta Pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )","AM1627A-101","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,32.95509149,150,4.807692308,4,100,4.80769230769231,1.58437939855769,2,3,1,0,4,3,150,30,4,1,1,3,2,1390,133,2,4,1,3,4,4
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-102_498",1,498,11,38,"test","Def. Calcio (Operator: lizbethpino, Time: ), No Raiz. Pudricion Total (Operator: lizbethpino, Time: )","AM1627A-102","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",NA,NA,NA,NA,4,100,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-103_100",1,100,3,8,"test"," (Operator: lizbethpino, Time: )","AM1627A-103","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,37.64505272,170,7.692307692,4,100,7.69230769230769,2.89577328615385,3.2,3,2,6,4,3,170,40,4,3,1,3,2,2800,334,0,4,1,2,2,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-104_238",1,238,6,39,"test"," (Operator: lizbethpino, Time: ), Raicillas (Operator: lizbethpino, Time: )","AM1627A-104","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,33.53546883,160,11.29807692,4,100,11.2980769230769,3.78886306492788,4.7,3,1,6,4,3,160,30,4,1,1,3,2,2260,223,0,4,1,3,4,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-105_711",1,711,16,26,"test"," (Operator: lizbethpino, Time: )","AM1627A-105","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,32.2339048,120,9.134615385,4,100,9.13461538461539,2.94444322692308,3.8,3,1,10,4,5,120,20,4,2,1,3,2,2730,251,0,4,1,3,4,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-106_18",1,18,1,18,"test"," (Operator: lizbethpino, Time: )","AM1627A-106","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",1,33.37072289,110,1.682692308,4,50,1.68269230769231,0.561526587091346,0.7,2,1,0,4,5,130,10,2,1,1,4,2,460,45,0,2,1,3,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-107_463",1,463,11,3,"test","Alta Pudricion (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )","AM1627A-107","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,NA,160,NA,4,100,NA,NA,NA,4,1,NA,4,4,160,10,NA,1,1,5,1,NA,NA,NA,4,1,2,2,NA
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-108_774",1,774,17,38,"test"," (Operator: lizbethpino, Time: )","AM1627A-108","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,32.6422379,90,7.451923077,4,100,7.45192307692308,2.43247445889423,3.1,3,1,2,4,5,90,20,4,2,1,3,2,2190,206,0,4,1,3,4,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-109_619",1,619,14,26,"test"," (Operator: lizbethpino, Time: )","AM1627A-109","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,34.44615903,140,13.46153846,4,100,13.4615384615385,4.63698294634615,5.6,3,1,10,4,4,140,30,4,1,1,3,3,3310,342,0,4,1,2,4,4
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-112_482",1,482,11,22,"test"," (Operator: lizbethpino, Time: )","AM1627A-112","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,30.96736334,150,3.365384615,4,75,3.36538461538462,1.04217088163462,1.4,3,1,0,4,4,150,20,2,3,1,3,3,1020,87,0,3,1,3,3,5
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-113_694",1,694,16,43,"test"," (Operator: lizbethpino, Time: )","AM1627A-113","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,34.66324111,120,6.490384615,4,100,6.49038461538461,2.24977766819712,2.7,3,1,0,4,5,120,20,4,3,1,3,2,2260,236,2,4,1,3,4,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-114_411",1,411,9,43,"test"," (Operator: lizbethpino, Time: )","AM1627A-114","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",2,37.32829582,140,7.932692308,4,100,7.93269230769231,2.96113885110577,3.3,3,1,3,4,3,180,30,4,2,1,3,3,2820,332,4,4,2,3,2,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-115_739",1,739,17,3,"test"," (Operator: lizbethpino, Time: )","AM1627A-115","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,30.24919355,110,NA,4,100,0,0,0,3,1,1,4,4,110,20,2,1,1,4,2,540,44,0,4,1,3,3,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-116_427",1,427,10,34,"test"," (Operator: lizbethpino, Time: )","AM1627A-116","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,34.10761354,180,15.38461538,4,75,15.3846153846154,5.24732516,6.4,4,1,12,4,2,180,40,3,1,1,3,3,3750,381,2,3,1,2,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-117_814",1,814,18,15,"test"," (Operator: lizbethpino, Time: )","AM1627A-117","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,41.0153557,200,15.14423077,4,100,15.1442307692308,6.21146011802885,6.3,3,1,7,4,2,200,40,4,1,1,2,2,4000,542,1,4,1,3,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-120_537",1,537,12,16,"test"," (Operator: lizbethpino, Time: )","AM1627A-120","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,37.95496009,200,13.94230769,4,100,13.9423076923077,5.29179732024038,5.8,4,1,4,4,2,200,30,4,1,1,3,3,3990,482,0,4,1,2,2,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-121_749",1,749,17,13,"test"," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )","AM1627A-121","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,30.91174863,160,2.403846154,4,25,2.40384615384615,0.743070880528846,1,3,NA,1,4,4,160,30,1,2,1,3,3,800,68,2,1,1,3,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-123_375",1,375,9,7,"test"," (Operator: lizbethpino, Time: )","AM1627A-123","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,37.79090909,100,0.480769231,4,75,0.480769230769231,0.181687062932692,0.2,2,1,0,4,4,100,20,1,1,1,5,1,150,18,0,3,1,2,3,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-124_439",1,439,10,22,"test"," (Operator: lizbethpino, Time: )","AM1627A-124","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,37.05594153,200,15.14423077,4,100,15.1442307692308,5.61183729901442,6.3,4,1,24,4,2,200,60,4,1,1,2,3,3600,419,0,4,1,3,2,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-125_652",1,652,15,8,"test","Cuero de Sapo (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )","AM1627A-125","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,35.08150351,150,15.86538462,4,100,15.8653846153846,5.56581546072115,6.6,3,1,13,4,2,150,30,4,1,1,3,3,3670,391,0,4,1,2,2,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-12_601",1,601,14,44,"test"," (Operator: lizbethpino, Time: )","AM1627A-12","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,38.29929329,150,7.692307692,4,100,7.69230769230769,2.94609948384615,3.2,4,1,8,4,3,150,30,4,2,1,3,3,2580,316,0,4,1,2,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-126_693",1,693,16,44,"test","No Raiz, Pudricion Total (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )","AM1627A-126","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,NA,90,NA,4,75,NA,NA,NA,3,1,NA,4,5,90,20,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,3,NA
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-127_252",1,252,6,25,"test"," (Operator: lizbethpino, Time: )","AM1627A-127","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,38.0801005,250,13.70192308,4,75,13.7019230769231,5.217706078125,5.7,3,NA,18,4,1,250,50,3,3,1,3,3,4530,550,4,3,1,3,2,2
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-129_722",1,722,16,15,"test"," (Operator: lizbethpino, Time: )","AM1627A-129","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",3,41.04402365,140,17.30769231,4,100,17.3076923076923,7.10377332403846,7.2,3,1,14,4,2,220,30,4,3,1,2,3,3620,491,0,4,1,3,2,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-131_169",1,169,4,16,"test"," (Operator: lizbethpino, Time: ), Pudricion. Cuero de sapo (Operator: lizbethpino, Time: )","AM1627A-131","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,33.30030108,110,9.134615385,4,100,9.13461538461539,3.04185442557692,3.8,2,2,0,4,5,110,30,4,1,1,3,2,2760,269,2,4,2,2,4,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-132_157",1,157,4,28,"test"," (Operator: lizbethpino, Time: )","AM1627A-132","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,38.65914022,200,22.59615385,4,100,22.5961538461538,8.73547879971154,9.4,4,1,9,4,2,200,40,4,3,1,2,3,4210,523,3,4,1,3,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-134_635",1,635,14,10,"test"," (Operator: lizbethpino, Time: )","AM1627A-134","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,35.31750656,190,22.83653846,4,100,22.8365384615385,8.06529596923077,9.5,3,1,23,4,2,190,40,4,2,1,2,3,4270,460,1,4,1,3,3,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-135_656",1,656,15,12,"test"," (Operator: lizbethpino, Time: )","AM1627A-135","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",2,34.8336074,150,19.71153846,4,100,19.7115384615385,6.86623992019231,8.2,3,1,15,4,3,220,20,3,3,1,2,3,4350,458,0,4,1,2,3,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-13_682",1,682,15,38,"test"," (Operator: lizbethpino, Time: )","AM1627A-13","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",1,38.85724059,190,16.82692308,4,100,16.8269230769231,6.53847798389423,7,4,1,11,4,2,210,40,4,1,1,3,3,4010,502,2,4,1,3,2,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-137_653",1,653,15,9,"test"," (Operator: lizbethpino, Time: )","AM1627A-137","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",2,36.12350993,160,14.42307692,4,75,14.4230769230769,5.21012162451923,6,4,1,11,4,3,200,30,3,2,1,2,3,4080,456,1,3,2,3,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-138_589",1,589,13,37,"test"," (Operator: lizbethpino, Time: )","AM1627A-138","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,40.11012443,220,14.18269231,4,100,14.1826923076923,5.68869553213942,5.9,4,1,8,4,1,220,40,4,3,1,3,2,4070,534,5,4,1,2,2,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-139_794",1,794,18,35,"test"," (Operator: lizbethpino, Time: )","AM1627A-139","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,31.91284047,160,6.009615385,4,100,6.00961538461539,1.91783897055288,2.5,3,1,5,4,4,160,40,4,1,1,3,2,2260,204,0,4,1,3,3,2
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-140_413",1,413,9,45,"test","Def. Calcio (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )","AM1627A-140","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",3,35.19114376,120,7.932692308,4,100,7.93269230769231,2.79160515403846,3.3,4,1,4,4,3,150,20,4,3,1,3,3,2820,302,5,4,2,3,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-141_290",1,290,7,14,"test","No Raiz. Pudricion Total (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )","AM1627A-141","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,NA,110,NA,4,50,NA,NA,NA,2,1,NA,4,4,110,20,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,1,NA
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-14_199",1,199,5,15,"test"," (Operator: lizbethpino, Time: )","AM1627A-14","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,37.28515302,160,3.365384615,4,100,3.36538461538462,1.25478880355769,1.4,3,3,0,4,5,160,40,4,3,1,4,2,1370,161,1,4,1,2,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-142_306",1,306,7,30,"test"," (Operator: lizbethpino, Time: )","AM1627A-142","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",NA,31.63924791,NA,NA,4,50,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1970,175,NA,2,NA,NA,4,NA
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-143_736",1,736,16,1,"test","No Raiz, Pudricion Total (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )","AM1627A-143","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,NA,110,NA,4,50,NA,NA,NA,2,NA,NA,4,NA,110,30,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,1,NA
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-144_553",1,553,13,1,"test"," (Operator: lizbethpino, Time: )","AM1627A-144","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,37.36043883,210,16.10576923,4,100,16.1057692307692,6.0171860615625,6.7,4,1,4,4,2,210,40,4,3,1,3,3,3410,402,0,4,2,2,1,5
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-145_806",1,806,18,23,"test"," (Operator: lizbethpino, Time: )","AM1627A-145","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",2,37.03948468,120,10.57692308,4,100,10.5769230769231,3.91763780269231,4.4,3,1,8,4,4,150,20,4,1,1,3,3,3250,378,0,4,1,3,4,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-148_623",1,623,14,22,"test"," (Operator: lizbethpino, Time: )","AM1627A-148","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,29.23478016,120,7.932692308,4,100,7.93269230769231,2.31910515692308,3.3,3,1,11,4,5,120,10,4,2,2,3,3,2880,219,2,4,1,3,4,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-150_272",1,272,6,5,"test"," (Operator: lizbethpino, Time: )","AM1627A-150","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",2,32.11552764,100,6.730769231,4,100,6.73076923076923,2.16162205269231,2.8,3,1,3,4,4,150,30,4,1,1,3,2,2190,200,1,4,1,3,3,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-151_97",1,97,3,5,"test"," (Operator: lizbethpino, Time: )","AM1627A-151","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,34.12068646,190,8.413461538,4,100,8.41346153846154,2.87073083197115,3.5,3,2,6,4,4,190,60,2,1,1,3,2,3000,305,1,4,1,2,1,3
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-15_22",1,22,1,22,"test"," (Operator: lizbethpino, Time: )","AM1627A-15","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,37.86904417,200,9.855769231,4,100,9.85576923076923,3.73228560329327,4.1,3,1,2,4,1,200,50,4,1,1,3,2,3140,378,0,4,1,3,3,1
2022,"202267IDEPR_repe","202267IDEPR_repe",1.3,3.2,"2022-July-25","2023-April-17","Repelon. Atlantico, Colombia",NA,"202267IDEPR_repe_rep1_AM1627A-152_253",1,253,6,24,"test","Def. Calcio (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )","AM1627A-152","test",10.55,-75.11666667,143,"Atlantico","Colombia","Subhumid lowland tropics","repe",0,35.25694716,220,6.490384615,4,75,6.49038461538461,2.28831147432692,2.7,3,2,3,4,4,220,30,3,1,1,3,2,2290,246,0,3,1,3,1,3
